age,ed,employ,address,income,debtinc,creddebt,othdebt,default
40,1,3,9,34.9,10.59,3.22283352,0.47307648,1
31,1,11,12,36.1,10.53,1.08337905,2.71795095,0
40,1,2,7,23.2,7.61,0.96927048,0.79624952,1
40,1,8,8,39.5,11.08,2.5296748,1.8469252,0
26,1,4,3,24.4,5.41,0.3894118,0.9306282,0
40,1,10,15,40.8,17.92,3.04152576,4.26983424,0
32,1,1,10,19.3,2.84,0.21705552,0.33106448,0
32,1,14,9,50.6,4.68,0.710424,1.657656,0
48,1,21,4,50.3,5.29,0.10377393,2.55709607,0
55,1,19,7,117.6,1.88,0.46207392,1.74880608,0
25,1,6,2,28.0,6.47,1.0833368,0.7282632,0
33,1,3,14,24.1,1.96,0.17052196,0.30183804,0
50,2,11,31,35.2,10.66,0.98310784,2.76921216,0
32,2,0,6,23.2,5.81,0.38280928,0.96511072,1
41,3,2,0,49.9,26.33,6.52991899,6.60875101,1
36,1,17,6,33.3,14.96,0.70241688,4.27926312,0
43,2,1,1,54.2,5.9,1.454999,1.742801,0
43,1,15,9,45.3,13.43,0.64488174,5.43890826,0
33,2,1,4,27.4,5.6,0.6736016,0.8607984,0
28,3,1,6,31.8,14.46,1.99565352,2.60262648,1
24,2,3,1,21.2,8.83,0.38000788,1.49195212,1
44,1,9,13,32.0,5.78,0.4790464,1.3705536,0
39,1,17,4,40.9,5.84,1.18472576,1.20383424,0
42,2,21,11,103.6,9.66,0.24018624,9.76757376,0
38,4,6,13,65.3,14.94,6.17543406,3.58038594,0
47,2,1,18,21.7,25.27,0.91027594,4.57331406,1
31,3,9,9,29.1,11.22,1.1754072,2.0896128,1
28,1,4,7,19.2,11.17,0.95865408,1.18598592,0
42,3,8,6,78.6,1.35,0.1772037,0.8838963,0
42,2,12,17,62.0,10.1,1.540452,4.721548,0
45,3,2,5,28.3,7.34,0.40713512,1.67008488,0
32,1,16,5,83.7,6.13,0.7696215,4.3611885,0
25,1,0,3,19.4,17.54,1.15353564,2.24922436,1
43,4,20,1,167.7,2.69,0.73080306,3.78032694,0
33,3,3,9,27.5,3.23,0.16787925,0.72037075,0
36,2,4,2,38.4,14.69,0.51896832,5.12199168,1
28,1,1,6,28.1,6.29,0.92439727,0.84309273,0
40,2,15,16,39.8,11.91,0.91485474,3.82532526,0
41,2,17,9,83.7,5.71,1.93560435,2.84366565,0
25,1,1,0,16.6,8.12,0.58499728,0.76292272,1
38,1,12,4,27.6,10.11,1.2696138,1.5207462,0
39,2,9,1,74.5,11.0,1.434125,6.760875,1
34,4,6,3,92.3,35.34,6.78471456,25.83410544,1
31,1,2,4,18.6,6.85,0.6192126,0.6548874,0
43,3,16,11,67.7,3.42,1.13914728,1.17619272,0
33,2,7,7,30.1,15.51,1.37254194,3.29596806,0
36,1,10,12,31.6,2.14,0.30836544,0.36787456,0
21,3,0,0,26.3,15.23,0.97333407,3.03215593,1
25,1,6,6,20.1,1.61,0.10128993,0.22232007,1
26,1,9,4,28.0,19.07,2.0183688,3.3212312,0
39,1,19,16,47.0,5.82,1.0449228,1.6904772,0
26,4,1,7,59.5,3.46,0.4199748,1.6387252,0
35,1,0,3,26.4,2.31,0.3140676,0.2957724,1
44,2,10,1,62.3,20.58,6.69273948,6.12860052,1
34,3,12,14,94.7,17.41,1.4838543,15.0034157,0
39,1,17,20,51.6,7.0,1.076376,2.535624,0
24,1,7,2,16.7,2.42,0.08325284,0.32088716,0
39,1,5,2,36.6,7.37,1.4700939,1.2273261,1
31,3,0,3,23.8,6.87,0.163506,1.471554,1
42,1,3,18,18.5,12.43,0.70596185,1.59358815,0
23,3,1,3,54.2,20.74,1.20279556,10.03828444,0
43,1,22,15,39.3,6.75,0.774603,1.878147,0
29,2,4,3,33.4,12.62,0.5901112,3.6249688,0
43,1,6,8,23.0,3.01,0.2326128,0.4596872,0
28,3,3,9,29.3,8.0,0.56256,1.78144,1
30,1,13,8,50.6,10.57,0.6685525,4.6798675,0
45,4,12,25,150.4,4.48,1.4486528,5.2892672,0
31,1,11,8,32.1,9.18,0.18270036,2.76407964,0
41,1,16,17,66.5,12.52,1.2821732,7.0436268,0
27,1,4,8,17.8,12.17,0.21879226,1.94746774,0
31,2,4,6,18.5,9.42,0.5036403,1.2390597,0
27,4,1,3,31.2,18.33,2.27042712,3.44853288,1
30,4,2,8,35.1,10.02,2.49005016,1.02696984,0
30,1,11,1,59.1,4.12,0.02678412,2.40813588,0
31,1,6,1,27.2,19.71,1.59225264,3.76886736,1
32,2,12,1,33.3,18.19,1.01762136,5.03964864,1
43,1,13,23,38.4,2.78,0.15906048,0.90845952,0
30,1,1,5,14.9,1.04,0.03424616,0.12071384,0
50,2,7,0,48.8,9.98,0.55520736,4.31503264,0
38,2,12,4,63.9,18.77,5.76912843,6.22490157,1
37,1,9,18,50.3,1.4,0.5394172,0.1647828,0
45,1,0,18,24.6,27.12,1.77462432,4.89689568,1
38,1,21,5,55.4,2.18,0.2053124,1.0024076,0
29,1,10,10,29.5,9.65,0.86825875,1.97849125,0
24,1,5,3,18.0,6.27,0.028215,1.100385,0
36,1,13,16,40.8,22.65,1.663416,7.577784,0
35,2,8,11,72.0,2.77,0.4028688,1.5915312,0
31,2,2,1,27.6,2.86,0.07972536,0.70963464,1
32,1,8,6,28.7,4.12,0.36182664,0.82061336,0
35,2,1,8,18.0,11.0,0.29106,1.68894,1
40,2,13,11,78.3,19.87,5.02530183,10.53290817,1
22,1,4,2,22.0,11.6,1.694528,0.857472,1
44,1,4,15,40.0,6.59,1.257372,1.378628,0
41,4,14,3,44.2,1.7,0.3546608,0.3967392,0
34,1,16,9,32.4,26.6,3.6972936,4.9211064,0
34,1,1,3,24.5,9.73,0.6150333,1.7688167,1
31,1,4,10,24.4,6.9,0.9832224,0.7003776,0
30,1,0,0,18.6,4.88,0.29771904,0.60996096,1
32,1,14,7,27.7,7.29,0.61791498,1.40141502,0
36,1,12,6,64.5,7.76,1.4615184,3.5436816,0
42,1,9,12,30.2,2.14,0.13054856,0.51573144,0
37,3,3,18,40.3,9.43,0.72965568,3.07063432,0
25,3,0,0,19.3,17.38,0.17107134,3.18326866,0
28,2,7,2,20.8,7.86,0.68011008,0.95476992,0
32,1,4,6,29.1,16.73,1.03210716,3.83632284,0
41,2,3,22,38.7,10.66,0.5775588,3.5478612,0
25,3,2,6,46.0,8.33,2.6094558,1.2223442,1
44,1,28,8,157.7,11.93,6.45306823,12.36054177,0
38,1,8,7,25.2,2.52,0.32958576,0.30545424,0
38,1,15,3,43.3,3.07,0.5051378,0.8241722,0
27,1,10,6,33.3,17.08,2.91207168,2.77556832,0
52,1,35,15,182.7,9.21,9.40610853,7.42056147,0
31,4,0,10,27.8,13.52,0.28565056,3.47290944,1
35,2,4,8,28.2,13.3,1.200192,2.550408,0
26,1,4,3,15.9,5.05,0.4207458,0.3822042,1
33,2,9,4,67.6,9.33,1.83536028,4.47171972,0
55,1,19,2,66.6,6.88,1.36087776,3.22120224,0
47,1,12,24,29.0,10.7,0.726102,2.376898,0
27,1,10,5,34.8,8.88,0.56860416,2.52163584,0
38,2,8,14,36.3,1.37,0.2237895,0.2735205,0
22,1,3,3,14.6,7.6,0.3095784,0.8000216,0
24,1,6,0,15.3,5.79,0.33928821,0.54658179,0
23,1,6,2,22.7,17.37,1.03700637,2.90598363,1
25,1,4,1,20.6,12.09,0.72723768,1.76330232,1
28,1,1,1,17.6,18.66,0.85059744,2.43356256,0
22,1,0,1,17.5,8.53,0.1940575,1.2986925,1
50,1,8,27,20.4,11.28,0.28303776,2.01808224,0
31,2,6,6,50.9,7.1,0.8275831,2.7863169,1
42,1,19,12,35.2,6.86,0.34289024,2.07182976,0
41,1,5,10,42.0,14.15,1.456035,4.486965,1
48,4,3,23,35.4,6.34,0.89325528,1.35110472,0
31,2,5,8,17.1,27.29,0.52732467,4.13926533,0
29,3,7,1,35.3,17.23,1.73342415,4.34876585,1
35,1,9,1,46.1,12.86,1.17976354,4.74869646,0
39,1,9,9,43.6,10.2,2.4192768,2.0279232,0
26,2,6,6,38.1,7.34,1.33954266,1.45699734,0
36,1,14,11,52.4,8.23,1.22044316,3.09207684,0
34,2,13,4,39.0,1.92,0.0965952,0.6522048,0
40,3,16,6,224.4,12.78,8.54613936,20.13218064,1
32,2,7,11,22.3,22.89,1.64874381,3.45572619,0
50,1,19,31,43.5,16.66,3.5438319,3.7032681,0
46,1,22,18,73.8,8.44,1.54472256,4.68399744,0
36,1,1,1,17.9,14.01,0.7272591,1.7805309,0
33,2,1,3,35.0,11.32,1.969114,1.992886,0
31,2,10,6,39.5,2.59,0.2823618,0.7406882,0
25,3,1,1,16.1,2.03,0.12354174,0.20328826,0
41,2,21,22,131.7,14.51,12.36395649,6.74571351,0
42,2,3,17,23.4,4.67,0.21964878,0.87313122,0
45,1,26,23,74.9,8.04,1.74034644,4.28161356,0
28,1,11,6,30.5,2.42,0.1372866,0.6008134,0
48,3,0,27,27.6,10.83,1.23747912,1.75160088,0
48,3,17,26,192.0,28.01,15.7573056,38.0218944,1
33,2,5,11,50.3,6.49,2.21657513,1.04789487,0
47,1,2,24,35.6,15.45,0.4015146,5.0986854,0
38,1,21,11,130.6,20.42,8.8006116,17.8679084,1
23,1,5,2,33.1,7.96,0.592821,2.041939,0
29,2,10,8,38.0,10.16,0.8764016,2.9843984,0
33,1,0,2,26.9,14.4,0.6740064,3.1995936,0
38,1,21,1,44.7,8.4,0.4468212,3.3079788,0
45,2,6,3,31.2,5.54,0.5012592,1.2272208,1
28,2,0,9,18.3,19.25,2.1488775,1.3738725,1
28,1,5,5,23.1,28.54,1.79981802,4.79292198,1
27,3,5,8,15.8,2.09,0.02179452,0.30842548,0
39,2,1,6,35.8,4.58,0.54600012,1.09363988,0
27,1,8,2,26.2,4.43,0.2437386,0.9169214,0
30,3,5,2,22.3,2.89,0.23780943,0.40666057,0
33,1,6,3,24.4,8.11,0.5144984,1.4643416,0
27,2,6,1,37.3,8.27,0.12955782,2.95515218,1
41,1,10,7,46.8,4.71,0.8596692,1.3446108,0
32,1,7,2,27.4,16.19,2.73704902,1.69901098,1
30,2,6,6,28.9,14.24,0.79837984,3.31698016,1
28,2,7,2,38.7,1.25,0.32266125,0.16108875,1
32,1,9,7,25.4,18.35,0.5965952,4.0643048,0
30,1,10,11,37.5,9.93,0.73357875,2.99017125,0
47,3,8,23,36.2,17.59,2.0057877,4.3617923,1
42,1,26,10,60.4,19.81,4.85788744,7.10735256,0
34,1,2,8,31.0,15.87,1.5447858,3.3749142,0
26,3,1,7,23.6,3.97,0.23610384,0.70081616,0
25,2,5,4,15.9,4.02,0.44039502,0.19878498,0
29,1,1,1,18.2,3.25,0.0715715,0.5199285,0
33,2,11,9,29.9,14.13,1.41110658,2.81376342,0
35,1,15,11,52.3,6.77,2.31562434,1.22508566,0
46,1,27,15,77.7,23.99,2.75875404,15.88147596,0
44,3,1,6,63.1,8.37,2.04921036,3.23225964,1
46,1,6,18,50.9,3.7,0.7834528,1.0998472,0
33,4,9,0,61.9,5.25,2.365818,0.883932,0
45,4,7,0,152.7,13.76,9.2450688,11.7664512,1
35,1,16,12,24.4,21.32,0.93117232,4.27090768,0
29,1,6,2,36.5,16.75,2.274315,3.839435,0
30,1,6,0,20.4,7.8,0.4789512,1.1122488,0
38,1,18,19,44.4,4.54,0.61682256,1.39893744,0
34,3,2,14,17.7,6.81,0.49661244,0.70875756,0
36,4,12,11,52.8,21.91,2.3715384,9.1969416,0
40,1,7,1,22.5,6.79,0.5897115,0.9380385,0
26,1,4,0,45.9,12.42,1.09454976,4.60623024,0
52,4,20,11,118.6,6.77,3.56497368,4.46424632,0
39,4,5,12,22.8,5.47,0.63854592,0.60861408,0
27,2,8,7,23.2,11.93,0.51757112,2.25018888,0
52,1,9,11,24.7,19.28,0.82861584,3.93354416,1
39,1,9,6,43.1,6.24,0.50561472,2.18382528,0
33,1,7,0,33.7,14.93,1.75093068,3.28047932,1
25,2,2,1,23.4,9.73,0.57148182,1.70533818,0
44,2,23,1,57.6,0.54,0.202176,0.108864,0
49,2,21,29,167.8,6.88,1.44308,10.10156,0
41,1,13,21,58.0,23.77,5.6111462,8.1754538,0
40,1,3,11,37.5,16.39,2.80269,3.34356,1
33,2,0,11,18.9,1.23,0.1022868,0.1301832,0
27,3,6,4,40.9,10.41,1.46464536,2.79304464,0
32,1,16,10,35.3,3.77,0.80247843,0.52833157,0
43,1,17,0,65.2,16.71,6.60232152,4.29259848,0
38,2,3,18,25.7,10.92,1.66702536,1.13941464,1
36,1,18,14,41.0,2.43,0.2430972,0.7532028,0
38,2,7,17,41.5,13.63,2.73206535,2.92438465,0
32,1,14,0,33.9,2.44,0.26138256,0.56577744,0
30,1,0,11,17.1,0.51,0.03767472,0.04953528,0
26,4,1,0,25.6,8.99,1.29110784,1.01033216,1
31,1,11,6,32.6,4.88,0.40885616,1.18202384,1
34,1,15,2,76.8,24.71,8.61568512,10.36159488,1
31,1,8,3,34.9,7.61,0.96143218,1.69445782,1
48,2,28,11,168.0,10.47,3.8521224,13.7374776,0
29,1,9,0,29.0,4.54,0.2119726,1.1046274,1
36,2,4,17,42.2,7.65,0.9200655,2.3082345,0
29,1,11,7,57.5,3.06,0.4873815,1.2721185,0
33,2,9,2,30.0,13.8,0.96048,3.17952,0
39,1,15,5,43.0,7.26,1.123848,1.997952,0
42,1,0,21,18.8,5.93,0.222968,0.891872,0
25,1,7,3,28.7,5.79,0.2658768,1.3958532,1
36,4,11,14,64.9,16.8,7.3705632,3.5326368,1
44,1,15,2,44.3,5.51,1.60125008,0.83967992,0
36,2,4,16,38.1,8.07,1.25139069,1.82327931,0
27,1,0,8,17.8,3.95,0.0358581,0.6672419,0
37,1,12,12,36.2,7.42,0.604359,2.081681,0
38,3,11,8,45.3,11.12,1.67744088,3.35991912,0
31,2,10,7,42.3,7.84,1.45254816,1.86377184,0
36,1,18,14,44.4,17.13,4.55582628,3.04989372,0
25,2,4,5,21.5,6.27,0.053922,1.294128,0
46,1,10,3,38.3,7.01,0.34097341,2.34385659,0
29,3,3,7,34.4,10.25,1.46329,2.06271,0
41,2,5,2,28.5,2.99,0.357903,0.494247,0
40,1,12,16,32.8,3.23,0.55514656,0.50429344,0
34,1,10,10,22.7,9.74,0.13708076,2.07389924,0
24,1,6,2,18.9,5.26,0.09841986,0.89572014,0
27,3,5,1,28.6,7.97,1.06448914,1.21493086,0
25,1,9,4,34.7,1.26,0.1333521,0.3038679,0
36,3,11,12,51.7,6.5,0.53768,2.82282,1
38,1,5,2,25.2,5.52,0.60927552,0.78176448,1
46,1,14,16,43.6,22.7,3.760936,6.136264,0
34,4,7,14,41.7,15.36,1.74219264,4.66292736,0
37,2,2,14,26.3,42.09,3.5422944,7.5273756,1
30,1,2,6,19.9,27.14,3.1865074,2.2143526,1
37,1,18,8,48.2,11.25,4.1699025,1.2525975,0
36,1,2,0,31.2,2.34,0.15842736,0.57165264,0
24,4,0,5,27.9,3.08,0.04468464,0.81463536,0
31,4,1,6,36.4,3.46,0.346346,0.913094,0
26,3,0,4,27.3,17.32,0.83691972,3.89144028,0
39,1,16,4,31.4,6.23,1.03288416,0.92333584,0
52,4,27,17,174.0,2.44,2.207712,2.037888,0
26,2,4,0,25.2,29.06,1.5378552,5.7852648,1
45,1,5,17,28.3,0.08,0.01326704,0.00937296,0
37,1,18,0,108.8,20.61,13.27481856,9.14886144,1
36,2,0,6,47.8,4.07,0.25096434,1.69449566,0
49,1,20,5,95.6,25.08,6.32979072,17.64668928,1
37,1,13,4,33.3,4.36,0.24101208,1.21086792,0
29,2,9,9,40.1,8.18,1.58104676,1.69913324,0
40,2,5,12,52.6,4.64,1.1715072,1.2691328,0
36,4,1,10,41.4,26.58,5.05089108,5.95322892,1
40,1,12,6,43.2,13.88,1.07331264,4.92284736,0
40,1,2,4,33.9,9.65,1.44266535,1.82868465,0
38,1,12,0,52.1,8.0,0.262584,3.905416,0
30,1,8,6,29.5,12.03,0.9794826,2.5693674,0
29,1,1,1,16.1,5.51,0.13395361,0.75315639,1
29,3,3,3,35.1,3.99,0.68203863,0.71845137,0
26,4,2,6,50.1,2.5,0.56112,0.69138,1
28,4,0,5,32.5,13.14,2.365857,1.904643,1
43,2,19,9,74.7,8.24,2.923758,3.231522,0
31,1,7,1,39.3,5.43,0.30302658,1.83096342,0
23,1,2,0,18.8,7.56,0.6608952,0.7603848,0
39,1,3,9,40.7,24.33,4.11936096,5.78294904,0
39,1,1,4,26.1,21.96,3.64527216,2.08628784,1
31,1,8,8,51.3,19.85,6.09964695,4.08340305,1
28,1,4,2,17.8,4.85,0.094963,0.768337,0
46,1,6,19,24.0,2.91,0.2674872,0.4309128,0
38,1,20,1,62.3,8.61,1.11035421,4.25367579,1
26,2,5,6,36.7,16.09,1.36996696,4.53506304,0
44,2,18,4,247.0,5.32,2.0236216,11.1167784,0
42,3,9,4,40.9,3.12,0.41727816,0.85880184,0
45,2,16,2,70.5,4.32,1.3370184,1.7085816,0
32,1,10,13,34.4,8.5,1.497088,1.426912,0
25,1,6,6,23.7,4.25,0.27497925,0.73227075,0
54,1,16,16,42.6,14.85,2.087613,4.238487,0
23,1,7,3,29.4,3.86,0.23037252,0.90446748,0
41,2,8,21,42.9,3.97,0.12603162,1.57709838,0
34,2,1,0,28.8,7.91,1.0479168,1.2301632,1
50,1,2,29,29.5,9.0,1.2213,1.4337,0
40,1,6,6,25.9,9.73,1.08615017,1.43391983,0
48,3,25,5,152.8,12.03,7.1689176,11.2129224,0
27,2,4,6,32.6,19.81,0.45852226,5.99953774,0
38,2,13,9,41.9,11.94,0.24013728,4.76272272,0
37,2,17,3,41.6,11.54,1.40178688,3.39885312,0
33,1,0,6,20.8,3.58,0.33955584,0.40508416,0
48,3,22,22,186.9,7.69,2.32836282,12.04424718,0
32,1,0,7,14.2,10.65,0.4612515,1.0510485,1
30,1,0,11,19.1,9.73,0.41814675,1.44028325,1
26,4,1,5,34.4,8.39,1.876004,1.010156,1
24,1,3,2,16.4,1.81,0.04215128,0.25468872,0
40,1,17,8,53.8,14.68,3.86204376,4.03579624,0
40,2,6,0,26.0,12.0,0.70824,2.41176,0
36,5,2,1,30.4,10.97,0.52357616,2.81130384,0
45,2,11,17,76.1,1.95,0.712296,0.771654,0
36,5,5,12,112.5,8.18,4.141125,5.061375,1
39,2,18,9,60.2,2.14,0.51273544,0.77554456,0
36,1,18,9,30.3,7.78,0.6600552,1.6972848,0
50,2,22,0,194.9,9.91,10.99000171,8.32458829,0
37,2,0,4,31.6,14.89,1.28923576,3.41600424,1
46,4,18,13,86.6,7.05,2.4543306,3.6509694,0
31,3,4,5,36.6,22.47,2.27805354,5.94596646,1
37,4,3,17,49.7,3.35,0.7592172,0.9057328,0
33,1,14,8,26.6,24.06,5.0239686,1.3759914,0
28,1,8,6,27.5,5.29,0.23712425,1.21762575,0
41,1,24,5,61.1,8.95,2.3733073,3.0951427,0
36,1,12,6,47.3,5.78,2.46874782,0.26519218,0
34,2,1,2,26.3,4.94,0.76783902,0.53138098,0
31,1,15,2,36.8,21.33,1.26375984,6.58568016,0
29,1,4,4,18.6,3.77,0.13253058,0.56868942,0
31,1,7,12,36.6,16.1,2.3629326,3.5296674,0
26,2,3,1,28.5,17.19,2.14092855,2.75822145,1
42,1,4,4,24.1,4.79,0.25281141,0.90157859,0
34,1,16,13,45.2,18.32,2.64152416,5.63911584,0
37,4,14,4,39.3,2.07,0.55888137,0.25462863,0
37,1,1,14,22.0,3.61,0.1683704,0.6258296,0
33,3,0,4,27.3,20.38,0.79005108,4.77368892,0
36,1,8,6,27.6,5.39,0.38529876,1.10234124,0
30,1,5,10,27.7,11.76,0.9283932,2.3291268,0
32,2,2,13,27.0,8.32,0.6042816,1.6421184,0
40,3,0,13,36.4,6.74,1.19723968,1.25612032,1
29,2,9,8,40.1,1.92,0.13011648,0.63980352,0
25,1,1,3,20.5,6.46,0.3562367,0.9680633,0
51,1,23,7,81.6,11.92,5.23297536,4.49374464,0
34,2,14,3,56.1,17.39,5.01447606,4.74131394,1
47,3,9,1,106.1,4.41,1.52535726,3.15365274,1
35,1,5,5,19.9,14.13,1.07413434,1.73773566,0
33,2,8,5,23.6,6.62,0.468696,1.093624,0
51,1,14,0,40.4,3.38,0.5393804,0.8261396,0
26,2,0,7,22.1,13.17,0.49770747,2.41286253,0
34,1,10,3,32.4,9.64,1.63664064,1.48671936,0
23,2,0,4,15.8,9.36,0.74387664,0.73500336,0
45,1,16,13,60.9,8.45,2.2539699,2.8920801,0
30,1,7,5,22.5,15.09,0.4821255,2.9131245,0
29,1,6,9,20.0,11.62,0.2905,2.0335,0
37,2,14,18,49.7,29.77,2.98872938,11.80696062,0
34,1,18,10,43.0,15.46,2.6657678,3.9820322,0
50,2,16,14,84.7,5.04,0.39273696,3.87614304,0
31,1,2,7,20.0,24.67,1.401256,3.532744,0
34,3,1,9,26.5,18.63,1.16018325,3.77676675,0
23,1,5,4,20.4,11.19,1.10942136,1.17333864,0
42,1,13,7,34.7,11.58,0.02410956,3.99415044,0
55,1,8,24,25.3,24.54,2.78146176,3.42715824,0
42,3,17,5,88.6,3.57,0.26253066,2.90048934,0
33,2,8,7,37.4,1.34,0.09421808,0.40694192,0
32,4,1,12,26.3,12.11,1.7517115,1.4332185,1
29,2,1,7,48.2,4.2,0.8522724,1.1721276,1
34,1,5,10,24.9,16.06,1.33164702,2.66729298,0
50,1,15,18,46.3,5.81,0.45999513,2.23003487,0
32,1,11,7,37.7,2.61,0.37784448,0.60612552,0
32,1,10,0,22.4,6.85,0.514024,1.020376,0
31,2,1,7,28.3,10.84,0.26689164,2.80082836,0
27,1,7,2,21.8,30.15,1.3868397,5.1858603,1
46,1,1,15,21.9,14.84,1.43973228,1.81022772,1
43,2,16,10,45.6,7.99,0.33883992,3.30460008,0
38,1,21,2,63.8,5.35,0.8396718,2.5736282,0
33,4,8,10,45.0,2.87,0.415863,0.875637,0
23,4,0,4,15.3,12.71,0.69423291,1.25039709,1
28,1,11,4,28.4,23.57,1.96130684,4.73257316,0
28,1,5,6,20.3,1.66,0.01617504,0.32080496,0
20,3,0,1,29.3,2.32,0.07613312,0.60362688,0
43,1,16,7,66.9,17.63,1.69840368,10.09606632,0
42,1,5,9,24.2,27.38,1.49746696,5.12849304,1
39,1,22,19,58.7,0.58,0.0902219,0.2502381,0
44,3,1,8,20.0,26.98,0.739252,4.656748,1
